Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Target
-3.286185334	1.035859868	2.702635929	-0.594223534	0.129266767	1.273248361	-0.269042052	-3.563437958	0.861018739	-1.572496464	0
-0.820567195	1.130422109	0.265742501	-1.163319235	0.069178264	-1.900290116	-4.344878455	-0.57759525	0.230985803	4.252433456	0
-0.831635605	2.067672659	-0.76598186	-2.623762114	2.036019254	-1.722063234	1.556138065	-0.635187169	1.835057344	0.925526325	1
-0.405749269	-0.589430605	0.410585168	0.303372872	1.324240772	-2.364085209	-1.937233254	0.440979217	0.670557635	1.098694264	0
0.433110904	0.771401955	1.013706659	-2.588270826	-0.627869297	-1.114434524	1.860016842	1.96524629	0.879004216	-0.745882632	1
1.726170743	0.33231004	0.639988881	1.413802878	-2.03786098	-1.468649572	0.417635777	-1.563226869	-0.390389694	-3.84295061	0
-1.765143718	1.195686471	1.228424229	-0.787567581	0.40431749	0.784782099	0.344082142	-0.626854452	2.018242352	-0.576584046	1
-3.878012088	-1.520883019	-1.235621432	-2.296946956	-0.22003113	-2.842486022	2.342459096	-4.700816693	1.267291645	-7.661333092	1
1.158409378	2.037629872	0.729033749	0.112376924	-0.158476831	-0.623026001	3.438975943	-1.673339204	1.109966943	-3.89074105	0
-2.662582109	2.108489604	-1.952434651	-3.148538473	0.981235928	-2.550735364	-2.503684407	-1.066601412	3.534852474	2.338462384	1
3.85517448	3.841282597	0.039093708	1.298067827	-2.025117196	0.777695943	-1.615202291	-0.426755987	-0.840593766	3.378215508	1
-0.912096216	1.661285215	1.316498087	-2.147373735	0.443772764	-1.070603528	-1.236894655	-1.456510873	-0.474428301	2.615969745	0
-1.164889579	1.553450699	1.043970723	-0.79128117	3.085721687	-0.548906451	0.918100884	-1.127939174	1.050641032	1.629001988	1
2.037011001	-2.07694714	1.459349324	1.269435906	1.844072671	-3.496891823	-1.729772588	3.7800282	-0.841389046	2.289715588	0
4.850861471	0.675558851	1.852956419	4.073658463	-3.289983787	-2.376052599	0.348859467	0.645232653	0.544142695	-5.585952248	0
-2.953609871	0.468614539	-0.580503822	-2.436461175	0.366468186	-1.567469343	-0.40088392	-1.038030549	2.829454311	-1.317440619	1
0.431068986	-2.201019038	-1.395130959	1.073654271	-1.882433782	-2.91912229	-1.209559836	-0.130711813	0.341583998	-4.103802054	0
-3.681565957	-1.820153304	2.201222977	-2.60173407	3.65046675	-0.690455921	-0.499271682	3.14550639	1.692529482	2.924309921	0
-2.087010312	0.485857006	0.134960366	-0.954989125	4.149672219	1.464425733	-2.91468228	1.666695294	0.24081114	8.64447891	0
-0.13894843	3.267458572	-2.726324571	-2.022949736	0.261000728	0.132831438	-2.076703563	-0.272839431	1.687927486	5.100219465	1
-0.083222101	0.072707522	1.07216658	0.92283032	1.080079912	-2.547722022	-2.90382555	0.526422654	1.298393714	1.473248733	0
0.217864141	-0.191606559	0.24451766	0.79108437	-1.286450218	-1.963825161	-1.161106482	-2.385823899	-0.58194408	-2.39416191	0
2.439661684	2.858134979	-0.397266006	1.159154957	0.862171836	1.997776129	-3.465818561	0.135795897	-2.273377029	8.929753524	1
2.904272752	-0.54909788	-0.279681474	1.037752586	-2.536877511	-3.367604704	-0.687949879	-0.659549072	-1.664382904	-2.830786637	0
-0.518287337	1.299941361	0.263457866	-2.775236546	1.299909911	-1.497528387	1.162213478	0.002686933	0.4317903	1.348045726	1
-1.16164339	0.052522498	-0.853787157	-1.715957695	-0.821815002	-0.231435346	-3.53903044	1.966061947	1.13646123	3.708464219	1
-0.413622169	1.955776221	0.173704809	-0.134475105	2.493168137	1.911057484	2.987738998	-0.700268452	1.202338315	0.571932745	1
-2.841477385	-0.845385247	1.580761382	2.558170822	-2.061613439	1.243380887	0.8931652	-3.11959941	3.444213031	-9.061324636	0
-3.711025383	-0.508899489	-1.865271122	-2.443516033	1.156535952	-1.757531315	-0.702064538	-0.969720466	2.94636211	-1.025407548	1
2.097605696	2.989140607	-1.343780036	-0.769124442	-3.334735408	0.147131267	-0.740181647	0.445799066	1.451762066	0.200409215	1
-5.441984893	0.538260547	1.786837331	0.702305638	1.761648804	1.908801258	0.225971378	-3.317718659	4.71333346	-3.967633155	0
-2.043176501	-1.362144522	0.096522713	-1.910942752	-2.652214408	-3.680006327	1.402433005	-2.441588261	1.760367015	-8.582054584	0
-3.73079217	-1.575044241	1.328611923	-0.952368984	0.872418352	1.026305737	3.071297182	0.21392519	3.16195042	-5.476537086	0
0.308339901	-1.126679894	-2.024179269	-0.580437584	-1.939214896	-3.606153979	-1.537100278	-1.161666645	-0.240272205	-2.540288571	0
-2.677965658	0.283261441	2.608764951	-3.101703184	0.053569727	-2.208550973	-1.067533301	0.842211022	2.386126371	-0.363498815	1
-1.642775547	-0.607845496	1.334322583	1.198077517	-1.330359959	0.074458872	0.44593608	-3.592061109	0.252886208	-5.386385965	0
3.549037649	3.477248578	1.586302538	0.068596895	-1.165050132	-1.361576022	2.225020121	-0.807836549	-0.110322655	-1.301172961	0
-1.908283312	1.009882312	-1.245761818	-2.912594451	1.43465072	-1.137658476	1.874270681	-2.419727616	0.499005248	-0.491840732	0
-2.149240428	0.776259582	0.710212726	-1.805446336	1.715581422	0.306584927	1.081428553	-0.533184484	1.358272016	0.450327292	1
-0.389532115	-2.625190375	1.999500421	2.284261859	2.737893641	-0.362977856	1.114338457	3.409520809	1.717397452	-1.663552034	0
1.306784509	-0.51509191	1.110718831	-0.483992682	1.720501743	-2.843229496	-3.543444013	3.117937562	-1.256361433	6.200161833	0
0.01012645	1.465395364	-0.770417397	-0.891727992	-0.641999636	-1.018261165	-3.860698609	1.422825996	1.676840265	4.054329205	1
0.320816728	1.461581294	1.737318674	1.138677934	-0.519781285	-0.361090282	0.601357639	-0.907743547	1.903587658	-2.776627067	0
-2.488327176	-3.256038316	1.852405524	-1.117401892	3.470324114	0.510547094	1.12378708	3.936985285	0.323280329	1.510790347	0
0.526615842	0.440391816	2.897343699	1.465132585	0.425140789	-3.234118691	-0.945151403	-3.315669853	-1.087971731	-2.033732729	1
1.139540479	2.004721921	2.899433407	-0.135431999	3.386721997	-2.454746943	0.230548283	-0.487803311	-0.608374917	3.267480128	1
1.394056761	0.219065519	0.703703799	-0.40537025	-5.490589006	-1.371675016	0.833449717	-0.787998685	0.460877584	-6.927894347	1
2.78144636	0.761125718	1.999159355	2.212309873	-3.21476672	-3.127444647	-2.109278959	-2.866056152	-1.820440502	-3.093086589	0
-2.088528137	-1.419879906	0.856799656	-2.25788413	2.016974126	-1.52143488	0.917027599	1.585760273	0.946107273	-0.013837365	0
-2.675167365	2.49168402	0.703964791	-3.448675918	3.441255825	-0.212991903	0.198616256	-0.881523822	1.491314809	4.4921346	0
-0.131682853	0.311761748	-0.367511134	0.200002519	-0.544700001	0.244636395	3.29332032	-0.819074355	1.781858547	-5.114021014	0
-3.610605308	-1.096972826	2.388808531	-0.898768464	0.398957013	0.019558558	0.619040416	1.030966975	3.822495031	-3.848147661	0
-2.11535873	0.173299331	1.453600531	-1.914316206	-1.297499955	-0.145090728	-0.965424747	-0.219410962	1.225912051	-0.910810266	1
-0.122411559	1.245870228	0.789761702	-0.443203403	-0.779283252	-1.82482696	0.473975165	-0.83121826	2.134782512	-2.952424074	1
0.109354777	0.51070316	-0.208490694	-0.861981642	-2.585625756	-0.756603193	-0.299336955	-0.80616495	0.456262209	-2.370125053	1
2.614220706	-3.764477823	0.618142308	1.631679817	3.165008312	-3.976983317	3.048378881	4.054175927	-1.095981514	-2.253354986	0
0.021033773	3.155054869	3.979160891	0.446781775	3.132246423	-1.241488481	-1.499675578	0.147198902	2.006478098	3.991337091	1
1.278609821	2.033953678	0.388814635	-1.327423774	-3.713232556	-2.911723347	-4.030161488	-0.104491382	0.727185881	0.925358433	1
-0.322364844	-3.228086853	1.76588809	0.071920953	5.371456566	-0.396755148	-1.811755099	6.103151669	-1.503077568	8.043921145	0
0.586833717	1.972956104	1.223222785	-1.354182707	1.370358615	0.697674879	3.277118735	2.613892687	2.452555582	0.150017244	1
1.610978199	0.30816001	2.138170302	3.493306271	-2.693234497	0.157050354	1.666141036	0.195198281	2.833853548	-7.61658289	0
-0.126116348	2.047954974	-1.923503774	0.22806499	2.143436062	0.051291812	-0.380150648	-3.061460984	-0.311007779	2.863705872	1
-3.587261833	1.716756533	-1.230640653	-5.39334477	2.380462452	-2.146373567	0.065005228	-0.284413445	2.88919075	2.684165802	1
1.534158436	2.799371442	0.469909728	-1.157601543	1.081247399	-1.404373092	2.4356894	-1.618950824	-0.2444159	0.219828838	0
-2.720202958	0.133316316	-0.149191494	-2.139044425	1.482004483	0.434865664	1.513254031	-1.469888176	0.769198866	-0.488707936	1
-0.239295845	1.606129619	0.227363649	-1.818597125	-2.282362064	-1.777478174	-2.647443947	0.500509132	1.942823682	0.600024068	1
-4.943876347	-2.711251678	2.991773746	-3.106838284	1.014988899	-1.380685411	1.292265504	2.180004442	3.466848265	-4.222407525	0
-2.601301663	1.810447913	2.903154009	1.268608709	-0.05933007	1.29993195	0.591465505	-4.275442262	2.449970601	-4.300329822	0
-0.822638349	2.093962699	1.833408518	-0.362517835	2.595420488	-0.684239595	-0.195220896	-1.453646571	0.883728399	2.242363192	1
-1.149277914	0.100462594	-2.446100665	0.183714093	1.890865595	1.349514607	-0.583226796	0.81378875	1.680056063	2.541776952	1
-3.521533018	-0.21901223	1.676894418	-2.642893159	0.269310645	-3.814812567	-2.100561696	-2.418200008	1.50851464	-1.578582013	1
0.760270573	2.683819266	-0.074452998	-1.187272184	-2.39023453	-0.771764623	-0.426132493	-0.559395228	1.833607606	-0.954687278	1
5.219329843	0.604333398	-1.690360601	0.884971851	-3.773919457	-4.388140017	1.279330482	-0.751037808	-1.609668575	-4.819479877	0
1.555510456	-0.183615953	1.572905868	2.332569562	-1.568877739	-1.922107802	-1.506905226	-0.668137741	-0.050631252	-2.544579561	0
-1.452552386	0.188717998	2.226694606	2.563363161	-1.530855682	0.817804443	0.522154865	-1.674148987	3.468408706	-6.718865368	0
-6.928802324	-1.678477143	6.472601058	-3.579532732	0.529845566	-1.416997736	-0.869606028	3.526368479	6.870831896	-4.24411986	0
-1.060814988	-0.93374007	1.943620574	1.723506272	0.058692991	-0.417963019	1.071830037	-4.713024583	-1.782917324	-4.628353607	1
1.203392126	-0.327636106	1.450324244	0.920211329	-0.631874583	-4.10272381	-2.780789315	0.759219478	0.692004825	-0.596087574	0
1.188091004	0.733524733	0.97537852	0.829748163	0.136755176	-3.109129376	2.378242277	-2.325021658	0.618209167	-5.113235043	1
-0.971962706	-3.063103142	0.287798894	-0.477272884	4.252487702	-2.113937803	0.29750686	2.935886904	-0.540651943	2.362410401	0
-3.843935485	-2.041833702	1.926955196	-3.143991326	1.692793059	1.273742087	-0.252589608	3.034620011	0.726670571	2.442799816	0
5.679333139	1.297807205	2.845916891	5.095507897	-3.430540699	-1.339792364	1.737691387	0.654706778	0.719344515	-6.808095882	0
-1.048660624	0.717965249	1.492283278	-2.385356726	0.471126036	-2.338369801	1.3258302	0.781432257	2.330639736	-1.868127962	1
0.49176481	0.689818536	-0.559143241	1.437023726	2.211133611	1.351553214	-2.403665693	-0.558206504	-1.782844517	6.038076069	1
-0.020827599	-0.4755628	1.095799247	-1.421651203	-1.184364687	-4.509349882	1.714516773	-1.379069766	0.774322991	-6.021986058	1
-3.736428579	-1.131056321	0.920817688	-3.624263673	-0.353284548	-1.765841079	1.091862933	-1.087228221	1.436300485	-3.722262601	1
3.599364492	2.985521923	0.584674108	1.670154134	0.107747607	-1.565464806	2.744278122	1.736608591	3.340367166	-2.676478449	0
-0.625647426	0.327679262	1.041549443	-2.03944958	1.072365308	-1.769284661	1.974097582	-0.474228489	0.137864062	-1.135012913	1
0.316247675	-3.293207673	-0.145984271	0.414011403	0.24419345	-2.018746348	4.789982041	0.723340461	-0.047231859	-7.638758163	0
-1.594605961	-1.301076545	-0.73340879	-0.540750941	2.343816046	-1.629326182	0.152203939	0.098849549	0.860010218	-0.074944588	0
-6.147650008	-3.823254044	5.466275843	-2.156659132	0.357215302	-0.000414126	2.925071491	3.546033683	5.566631743	-8.598930725	0
1.961701916	1.298573973	-0.667515081	0.853208781	-1.94125891	0.352883969	-0.985028845	-0.314545435	-0.542349725	0.558783199	1
-3.108445287	-2.374849269	0.23604259	-0.639406431	-0.464736307	-1.024446927	3.234215251	-2.463126375	1.499521776	-8.556715161	1
0.689925895	0.393821157	-0.642365	-0.632168804	-2.051521099	-0.588609745	4.206557592	0.225217398	2.381696476	-7.003147393	1
-1.389191312	-0.519861552	1.814751132	-1.464481068	-1.030516961	-2.415799592	0.1412497	-1.251244965	0.547058604	-3.559255043	1
-1.360472995	-2.739688075	1.783817572	-1.676153359	-2.374836038	-2.849833712	3.34385576	-0.719053245	0.344926213	-9.3601586	1
-1.622511288	2.156467097	-1.542273428	-4.339820192	1.546405021	-2.334920394	0.496331128	-0.33951922	2.107331213	2.126345841	1
-3.490975937	0.658186876	1.600007878	0.777723937	4.556411885	1.629968938	0.274896953	-3.889965163	0.218995892	1.755216822	1
0.54746646	-0.152959663	1.594415556	0.46818999	0.039365444	-0.187244589	-2.064456408	2.306318338	0.155962007	2.52252598	0
1.074953237	4.501727338	3.03615979	0.080383405	0.594916986	-0.967775718	1.362725475	-2.886594242	1.411551847	-0.710628244	0
1.310619804	2.415865577	-0.670683903	-0.06254411	-0.579833209	-0.69703654	-2.907539925	-0.832908225	-0.278303828	4.008594471	1
4.513443235	1.635557526	1.097217955	2.01384908	-0.120983978	-2.515036202	0.357018058	2.453138027	0.660822875	0.094553167	0
-1.754222677	0.47754544	-0.482928165	-1.304432505	1.22695599	0.640561932	-2.375524942	1.29080281	1.332343762	4.359263093	1
-1.498373279	3.999937333	0.40446637	0.065372377	2.902168898	2.841208853	-1.623918416	-1.501604759	2.029850768	6.158127192	1
-0.402302155	1.513021475	-1.355741746	-0.903876347	0.591183818	0.858724663	-2.910667301	1.752952886	1.452766088	5.566151947	1
0.336185285	1.956005265	1.899784406	-1.109183554	1.126024411	-1.080871764	1.592580311	1.127405517	2.110120818	-0.108193041	1
-1.070407054	-0.261401719	0.350176474	-2.138581112	-0.347565725	-0.883508944	2.621811126	-0.251900775	0.774892919	-3.385500448	1
0.977810089	1.916714531	0.488020044	-1.875321234	-0.448011689	-2.368674858	-0.808851543	-2.556335736	-2.183364376	1.921898644	0
-2.08183825	2.065806085	-0.006008897	-0.72180252	1.464114338	-0.411423888	-3.093751027	-1.073720737	2.485356113	3.542624126	0
-2.528864045	-0.357383213	-0.23682447	-1.751821632	0.219220298	-0.564354351	-1.33677925	0.876814483	2.390304105	0.268482288	1
-0.735796849	2.319523077	-2.014310793	-2.476882427	-1.2933951	-0.708130643	-1.143681506	0.203508281	2.910940835	0.970887582	1
0.471640038	2.327526849	2.36215595	1.457615415	-0.116614716	-0.2746396	1.49593596	-1.578841508	2.43812245	-3.547625128	0
-0.363012977	2.216821695	-0.482897605	0.266002797	2.723776787	2.912497592	-0.041481483	0.625337141	1.111493736	5.138596783	1
-1.572285137	-0.768726927	1.553588427	-0.854994129	1.29663315	0.095685344	-1.558466986	2.024922808	0.659435116	2.659381947	0
0.577849117	3.744277091	1.37761236	-0.086792693	1.797450635	1.521941581	0.589616501	2.346742759	3.76566708	3.233836044	1
-1.533036524	-0.261212864	2.254241497	-0.738879932	1.946112579	-3.269932344	1.665326729	-1.611708551	1.341056017	-3.626890691	1
0.647472384	1.345025788	0.845814607	-1.921584755	-0.582069537	-0.903698674	2.615851843	2.343034716	2.541109422	-2.107653756	1
0.067566247	-1.40967644	-0.905893404	-0.402886797	-1.007546538	-1.122594443	0.820811371	0.16691166	-0.252992987	-2.705157027	0
1.898161182	-1.057148973	-0.699685515	1.988270739	-3.111220735	-1.609501738	1.078916642	0.551339922	1.443922769	-6.7707478	0
1.073276664	1.679913569	1.503717521	0.409536464	-0.140495086	-1.800788994	-0.01306827	-1.777600714	0.000996461	-0.905023372	0
-2.407100618	0.865795406	0.199136074	-1.04774454	2.17724876	1.12246099	1.78878405	-1.61650284	1.425074704	-0.30416329	1
-4.923822285	-1.821332915	-1.206999625	-2.789898583	0.99815423	-2.497784795	-1.438908599	0.432725946	4.223191165	-2.118634847	1
2.687744743	3.122123159	-0.191085092	0.514251931	-2.03162982	1.352700818	1.856621345	2.239897004	3.02614037	-1.356477591	1
0.318206937	1.13076828	-0.589349032	0.253814419	-0.488786075	-0.194171839	-0.732061499	-0.301428381	1.122396204	0.158239232	1
2.02983334	0.172877665	1.796368798	1.767264733	1.558634113	-3.197374724	-5.344198994	2.981190447	-0.022768158	6.139347375	0
-2.126087872	0.062918137	-0.447355737	-1.063511481	1.216731774	0.269591294	2.709290638	-2.58983563	0.712693233	-2.967000419	1
1.651838877	-2.716949944	0.112315202	0.936870732	2.888054577	-1.417552204	-0.020767489	3.379295147	-2.445882294	3.318421828	0
1.979465853	2.026185598	0.824488988	-0.27363699	0.320717322	0.266211411	3.259493113	1.661108137	1.422920699	-0.985966779	0
-9.936425949	-2.965552317	4.711628904	-4.434842242	0.230769535	-1.832991648	-0.25254639	0.064707523	7.398474466	-8.281124695	0
-0.73488268	1.262679368	1.101060941	-0.722511739	-3.546122502	-2.28379975	-2.573866636	-1.501319766	2.344840741	-3.322658592	0
-2.397868468	-2.069192166	1.168857313	0.322706318	1.786848946	-0.867861471	1.063409544	0.75594134	2.242398817	-3.3124184	0
0.480880723	1.294536046	0.082309156	-2.384265855	-5.401634245	-4.153743645	-2.672345485	-0.680743584	1.810799336	-3.763247295	1
-3.919734905	-2.608816242	1.469349524	-0.635078659	2.279848274	1.632212616	0.869646613	1.872247736	1.894711925	-0.961152932	0
0.851390382	-0.360960163	0.494808163	0.627112466	-2.517762757	-0.390739876	0.485335378	-2.031115363	-1.551867505	-3.598461531	1
-1.458920942	-2.303628583	1.199340801	-2.260866182	2.187516119	-2.803039462	-2.607172751	2.667733282	-1.128211334	4.396131222	0
-0.928541597	-2.995731212	2.364136745	-1.213893858	-0.241693751	-1.076788279	3.117218282	3.313631539	0.973185592	-5.05722484	0
-0.489119229	0.298059887	0.351433243	-1.156913821	-2.213747139	-0.417515188	0.562824082	-1.524420931	0.002876619	-3.019595477	1
-2.785747621	1.167608222	0.874688392	-1.663698326	4.306129995	-0.270500465	1.078766293	-2.131954506	0.752241776	2.307231645	1
0.906469471	3.784605367	-0.719693391	-1.943688389	-3.191170569	-0.77720317	0.388616651	-0.076469886	3.574623655	-2.079962143	1
-1.579948857	0.433125496	-1.006469505	-1.619827357	-0.596068329	-0.82087546	-0.201863026	-0.785384656	1.781751872	-1.330032225	1
-0.447023189	-0.450594786	0.996671661	1.268787546	-1.838680571	-0.338381211	-0.079058453	-1.390617344	0.964395669	-4.490661456	0
-3.174388779	-1.578882291	2.631181538	-0.895814054	1.49105129	0.110035576	-0.6755711	2.444897465	2.554573526	-0.214490721	0
1.051294281	-0.417100471	-0.482293822	0.674966595	-0.344098089	-0.841631001	0.490039547	0.115182463	-0.300093842	-1.291993103	0
3.436185859	3.31881686	-0.150676947	-0.245718992	-4.814289936	-2.160543694	-2.13692957	-1.500768093	-0.286250164	-0.729117628	1
0.092136535	3.63158465	1.095774365	1.076600958	3.238809568	-0.016357102	-1.290515314	-2.541824332	0.850352507	4.470869275	1
-3.41931271	-1.400847698	0.956081873	-4.31941006	-0.878720772	-1.243723984	1.890498598	1.185978733	2.135612434	-3.85749305	1
8.632605509	0.262774544	1.744719902	4.523406387	-4.52960923	-5.732857035	-2.850173202	2.388910861	-2.629893065	-1.8717434	0
-1.433165275	0.512516949	-3.547141777	-0.497530084	1.291973743	-2.281838692	0.426154527	-4.659663764	0.582525047	-1.996072175	1
-3.63328927	-0.458881176	2.785139763	-2.952610792	0.142763381	-1.688813406	-1.307206907	0.450464032	2.245942881	-0.77373557	1
2.844824659	3.043147727	0.437553001	0.997522242	-1.807090566	-0.372663796	-1.94528014	-0.802992328	-0.433567942	2.174875085	1
-1.004406047	-1.971157298	1.507569114	-1.868013142	0.231584462	-3.330608203	-0.919484279	2.011951154	0.302153862	-0.617152086	0
-1.261678832	-1.990682166	0.918282424	-2.640586515	-1.296022495	-2.767348582	0.206641074	0.865201487	-0.15558515	-2.774310251	0
-4.480229752	-0.552398331	1.556725762	-3.073324082	1.99791172	0.420704393	-1.914174914	1.221675521	1.895198609	3.285918461	0
-3.31803822	1.203317919	-1.115007715	-4.576876061	-2.308395255	-4.402697633	-0.548410056	-2.182581075	4.343540807	-4.988880688	1
-0.102151135	2.825095508	-0.809056798	0.190258092	1.888620698	-0.199242191	-1.075304409	-4.205966675	-0.843760213	3.344376301	1
-2.530016494	0.744686123	1.732271769	-1.683498803	-2.572384431	-1.174826659	-3.274646591	-1.063311455	2.262072321	-1.290137282	0
-1.624937195	0.693115166	-0.128206355	0.396608439	0.08380043	-0.946115099	-1.211910857	-2.097829664	2.164573401	-1.693896096	0
2.588982057	1.979191434	-1.331793758	-1.272708791	-0.226393808	-3.585270947	1.665331822	-2.36863974	-1.457676203	-0.839725035	0
3.49924525	-1.63618417	1.455987505	5.516573171	-4.970375118	-2.95053393	-1.828472655	-0.381281917	0.74823765	-8.655279355	0
-1.551929581	-0.347141061	-1.996481942	-1.916007022	-2.086729235	-1.686495356	1.043789163	-2.715562944	0.854683993	-5.002592269	1
2.848665294	2.993657106	1.28983925	0.168606751	0.008848051	-1.201314428	2.900155699	0.803193369	1.760050831	-1.695624311	0
0.268970779	0.934903276	0.486859272	-1.189579816	-0.448935834	-1.342188082	0.257582174	-1.238277811	-0.556552867	-0.305911096	0
-0.140245858	3.096084427	-1.602724713	-1.081173784	-0.852488843	-1.259043069	2.47227005	-3.28498414	2.923698414	-4.345420077	1
-0.662972049	0.317995506	-0.963121436	-0.760968892	-0.880356556	-2.59743079	-2.153735226	-1.844974592	0.545472483	-0.559296534	1
2.310171554	0.4034393	-1.202702005	0.70199969	0.190033911	-1.927249351	-0.783808917	0.085976662	-1.158516379	1.545450918	0
0.03340219	-0.350905245	1.864492766	0.075121037	0.081265554	-2.307796949	1.468321943	-2.123528352	-0.7218446	-3.731036964	1
-2.798782278	-0.114931808	1.489545172	1.220154379	-0.389781932	1.879582234	1.672385745	-2.044646755	3.026755233	-5.834634751	0
-4.753215572	-1.899633385	1.350217051	-3.428600735	-1.403581686	0.528125202	3.251570544	-0.555277339	2.552184245	-7.24899659	0
0.865044704	-1.039758269	1.674079811	1.459589158	2.144835036	-2.136992322	-0.859334617	3.012670897	1.137072536	1.019591533	0
-0.383754341	-0.070758402	-0.438681863	-1.310648054	-3.225804381	-1.852716899	-0.193920736	-1.490806266	0.609885405	-4.320314935	1
-0.833372893	-1.01748617	0.153562371	-0.233812076	-0.17354722	-1.450075077	-0.771845256	-0.301137627	0.246009376	-1.24769953	0
-2.095249235	-1.29083679	1.399647442	1.521000127	-2.002386532	0.675564048	-0.431717038	-2.300184044	1.119843122	-5.582867732	0
-1.911909058	-0.633309944	-1.862135474	-0.627975609	1.975514958	-0.686621072	2.778452087	-6.189415303	-2.521116285	-2.858394581	1
-2.40493634	0.134263664	2.199172174	0.41038781	2.60135943	-0.053133355	0.210460453	-2.900840758	0.128761268	-0.36938464	1
2.714251954	2.833107441	0.498950765	-0.73744009	-4.341960138	-1.721501594	-4.773835846	1.71816632	0.753678154	3.111689334	1
-1.99689793	1.476557014	1.704223631	-0.674441597	0.775840881	0.268995109	1.571296304	-3.57944713	0.776491878	-2.356108114	0
-0.120853929	3.90378953	1.906223022	2.713063914	2.226651641	1.459969121	-3.672935303	-3.274651208	0.698960021	5.431451287	1
0.601286581	1.427662828	-1.642638344	-0.549068092	-0.041878229	1.293080224	3.296805523	-0.920709062	0.556052845	-1.745416669	1
2.847061758	0.684894106	0.899899566	3.577453493	-2.114406195	-2.251092401	0.654487094	-1.070179445	1.578321228	-6.248676882	0
-0.579294332	-0.095755339	0.723973627	0.164468862	-0.807635269	-0.583849324	2.716111578	-4.26736526	-1.105127784	-5.619053679	1
-3.286230395	1.659020757	-0.059848682	-1.799497312	1.682956259	-0.437575317	0.955184758	-4.488528589	1.470227566	-1.343514733	0
3.406641365	2.302879859	2.170803029	1.346800062	-1.042304183	-0.245528025	2.665237819	1.078297517	0.895388821	-2.484814077	0
0.07275733	-1.584036878	-0.115328706	1.575897342	2.246270691	-0.033907038	0.217217635	1.364504181	-0.065390965	0.712387492	0
3.350984131	0.20937598	0.306695431	1.550803624	-2.447526593	-2.215398975	0.269053063	0.027797055	-0.864934284	-3.055234642	0
-1.109250403	0.94937661	0.70750079	-1.652174266	0.013161828	-0.673397574	1.487962639	0.793979358	2.895280053	-2.122824479	1
2.532016624	-0.78632922	-0.903317112	1.815791299	1.40548173	-1.489022244	0.940636695	1.05651231	-1.127062543	0.209244392	0
0.357306579	-0.252698205	1.527772676	0.601759449	-1.516128629	-2.864811019	-3.723832631	-2.039745921	-1.633103385	0.213579125	0
0.761927881	2.419974126	-1.148748937	-1.125343257	-2.544897668	-1.462474053	1.378281255	-3.73541744	0.397720756	-3.902967291	1
0.384125321	-0.789256855	1.02883798	0.650641063	-0.753592313	2.436905469	-1.566526092	1.708472074	-1.787688174	2.998052853	1
-0.923387027	2.105226536	-1.340146736	-1.99521376	-1.409503988	-3.137259955	-0.221657094	-2.78405707	2.686924058	-3.160541475	1
-5.252447511	-2.240749221	1.603426536	-3.099067927	0.63951898	-0.470999542	1.926478083	0.044205453	2.911512271	-4.953976864	0
-4.661640744	-4.685030973	3.939062602	-0.263724927	4.050378751	2.640628097	3.881556722	5.203337224	2.970640429	-3.175147502	0
-2.889583143	0.504799856	-1.683359527	-2.684405839	3.665315625	0.121378637	3.462169382	-3.109674777	0.053443577	-0.007168103	1
0.895744989	2.980606083	0.952641287	0.122106036	0.489111987	1.067151739	-0.017582227	0.63647431	1.719991202	2.329934165	1
0.160758275	1.102666582	0.638603392	-2.560817965	-1.029577845	0.123496372	2.474506081	2.938614358	2.385640977	-1.419760836	1
2.250403109	-1.208614592	0.099588666	0.515146887	1.203623073	-3.104489067	-0.47534859	2.290841386	-1.216792933	1.453634378	0
-4.415778769	1.292722127	0.396700013	-3.203193833	1.672813731	-0.796198966	-1.670088711	-1.739955438	2.775283046	1.740780009	1
0.300411417	-2.4206731	-0.679747498	1.626279316	3.72489852	-1.616050778	0.882099693	1.344202146	-0.544951996	0.551428475	0
-2.244077569	-0.378309014	1.693523962	2.357146158	-0.090688903	1.252328456	1.290305731	-1.735959626	3.337131853	-6.217519173	0
0.329363885	-0.491175876	1.760966847	-0.747398526	-0.695284196	-3.195619712	2.620279029	-0.603659936	0.660101431	-5.777068145	1
-1.353190446	-2.647967358	2.275536056	0.172218877	3.10026588	-3.02412318	-0.277580359	3.113129009	1.712565882	-0.517729514	0
1.235446966	1.213294364	0.554054805	-0.796898604	-1.484011949	-1.183238286	1.101762716	0.069539843	0.547869928	-1.932978072	1
-3.863551597	-1.489240115	0.666422259	-2.175954814	3.041529631	-0.002670733	-2.3109974	1.216163022	0.579025626	4.506115491	0
-1.759756095	-3.023041249	3.12533036	-0.476747126	1.083840628	-1.286798566	0.964863261	3.833122413	1.868789105	-2.808307809	0
-2.578798661	1.282865985	-3.005077761	-3.039666473	-1.071166055	-3.316887475	3.290616068	-6.242644093	2.218527304	-7.964331723	1
-2.187416416	-0.903950593	-1.407738953	-3.643701258	-0.990990254	-1.284242579	3.429165516	-0.672915881	1.327271551	-5.171046229	1
-3.978986833	-1.257934612	0.77570231	-5.644933705	-3.081754143	-1.836040148	1.166314232	2.822996773	4.465165187	-5.544156704	1
